poll_id,sample_size,population,end_date,state,Biden,Buttigieg,Cheney,Christie,Clinton,Cohen,Cotton,Cruz,Cuban,DeSantis,Haley,Harris,Hawley,Hogan,Kennedy,M. Obama,Manchin,Mapstead,McConaughey,Musk,Newsom,Noem,Oliver,P. Murphy,Pence,Phillips,Pompeo,Pritzker,R. Scott,Ramaswamy,Romney,Rubio,Sanders,Scott,Segal,Shapiro,Stein,Sununu,Swift,Trump,Trump Jr.,Warren,West,Whitmer,Yang,Youngkin
82993,1056,rv,6/7/23,California,53.6,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,
83000,1466,rv,6/12/23,"",42,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83000,1918,a,6/12/23,"",36.5,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83002,841,rv,6/6/23,Maryland,51.65,,,,,,,,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,,,,,
83004,1303,rv,6/13/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83004,1500,a,6/13/23,"",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
83006,1735,rv,6/12/23,"",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83020,600,lv,6/14/23,Michigan,44,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83022,1133,a,6/8/23,"",40.3333333333333,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,40,,,,,,
83028,1679,rv,6/14/23,"",42.1,,,,,,,,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,,,,,,
83028,2020,a,6/14/23,"",38.85,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,,,,,,
83029,1173,lv,6/11/23,"",39,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83029,1500,rv,6/11/23,"",35,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,,,,,,
83031,2090,rv,6/15/23,"",39.5,,,,,,,,,41.5,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
83032,1000,lv,6/15/23,"",42.5,,,32,,,,,,43,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,44,,,,,,
83037,986,lv,6/14/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
83039,1030,a,3/29/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,
83042,500,rv,6/19/23,Arizona,43,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83043,500,rv,6/19/23,Georgia,46.5,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
83044,500,rv,6/19/23,Pennsylvania,46.5,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
83050,1000,lv,6/19/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
83051,1625,lv,6/5/23,"",45.5,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,
83060,6000,rv,6/19/23,"",43,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83066,1087,rv,6/20/23,"",44,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83066,1091,rv,6/20/23,"",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83067,1015,rv,6/20/23,"",42.1,,,,,,,,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,,,5.8,,,
83083,1000,rv,6/20/23,"",48,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
83087,1569,lv,5/3/23,"",49,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
83088,1000,rv,5/24/23,"",38.8333333333333,,,,,,,,,35,,,,,,,11.6666666666667,,,,,,,,,,,,,,,,,36,,,,,,39,,,,,,
83095,1000,rv,1/5/23,"",36.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83097,2875,rv,6/23/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
83099,6000,rv,6/25/23,"",41.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83109,1065,rv,6/23/23,New Hampshire,49,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83112,817,rv,6/25/23,New York,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,
83113,1481,rv,6/26/23,"",38.5,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83113,2068,a,6/26/23,"",33,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83115,1315,rv,6/27/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83115,1500,a,6/27/23,"",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83117,2010,lv,6/22/23,"",45.25,,,,,,,,,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,,,,,,
83118,913,rv,6/13/23,Wisconsin,50.5,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83119,1584,rv,6/26/23,Pennsylvania,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
83124,6014,a,5/1/23,"",43,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83139,1181,lv,6/25/23,"",42,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,
83139,1500,rv,6/25/23,"",36,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
83142,1020,lv,6/29/23,"",43,,,,,4,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,43.5,,,4,,,
83145,977,lv,6/22/23,Tennessee,36,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83145,1046,lv,6/22/23,Tennessee,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
83145,1120,rv,6/22/23,Tennessee,32,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
83164,500,rv,7/6/23,Nevada,45.5,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83169,933,a,7/1/23,Florida,37.5,,,,,,,,,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1,,,,,,
83171,6000,rv,7/9/23,"",43,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83186,915,rv,7/6/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83187,3012,rv,6/29/23,"",46,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83189,1296,rv,7/11/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83189,1500,a,7/11/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83199,2200,rv,6/28/23,"",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
83200,500,rv,6/28/23,Arizona,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
83201,500,rv,6/28/23,Georgia,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
83202,500,rv,6/28/23,Michigan,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
83203,500,rv,6/28/23,North Carolina,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
83204,500,rv,6/28/23,Nevada,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
83205,500,rv,6/28/23,Pennsylvania,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
83206,500,rv,6/28/23,Wisconsin,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
83207,1092,lv,6/29/23,California,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,
83209,500,rv,7/10/23,Michigan,44.5,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83213,1174,lv,7/6/23,"",43,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83213,1500,rv,7/6/23,"",40,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
83214,1016,a,5/14/23,"",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,
83215,895,lv,7/11/23,New Hampshire,48.7,,,,,,,,,,,,,,35.1,,,,,,,,,,,,,,,,,,,39.05,,,,,,36.4,,,,,,
83218,1124,rv,7/14/23,"",38.5,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83218,1552,a,7/14/23,"",32.5,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83223,500,rv,7/12/23,Ohio,37.6,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,,,2.1,,,
83236,4414,a,7/17/23,"",34.75,,,,,,,,,18,,,,,18,,,,,,,,,,,,,,,13,,,,,,,,,,30.5,,,,,,
83237,1809,rv,7/17/23,"",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83245,1098,rv,7/17/23,"",46.5,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83253,639,lv,7/13/23,Michigan,44.5,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83260,2068,rv,7/20/23,"",40,,,,,,,,,41,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
83269,6000,rv,7/23/23,"",43.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83282,922,rv,7/24/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
83286,500,rv,7/24/23,Arizona,43,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
83287,1306,rv,7/25/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83287,1500,a,7/25/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
83288,788,rv,7/12/23,"",49,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
83288,1005,a,7/12/23,"",49.5,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
83290,1000,lv,7/24/23,"",40.6666666666667,,,,,,,,,,,40,,,,,5,,,,,,,,,,,,,,,,,,,,,,,42.6666666666667,49,,5.5,,,
83292,1172,rv,7/26/23,"",38.5,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83292,1577,a,7/26/23,"",33.5,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83302,26230,rv,12/25/22,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83304,1663,rv,7/26/23,"",43.5,,,,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,,,,,,
83304,2020,a,7/26/23,"",38.85,,,,,,,,,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,
83308,675,rv,7/26/23,Ohio,38.5833333333333,,,32.8,,,,,,41.1,38.1,,,,,,,,,,,,,,36.8,,,,,,,,,37.9,,,,,,49.1,,,,,,
83313,1329,rv,7/27/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83316,1013,lv,7/27/23,"",42.25,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,43,,,,,,
83318,6000,rv,7/30/23,"",44,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83343,804,a,7/25/23,Virginia,40.3333333333333,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,44
83344,850,lv,8/1/23,"",44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83347,1121,rv,8/2/23,Michigan,42.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.45,,,4,,,
83353,2009,a,8/1/23,"",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,
83356,6000,rv,8/6/23,"",43,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83357,1337,rv,8/4/23,Arizona,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.25,,,4.1,,,
83372,1306,rv,8/7/23,"",37,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83372,1726,a,8/7/23,"",33,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83379,2000,lv,8/3/23,"",46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,,,,,,
83390,737,v,8/10/23,Kentucky,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
83392,1212,lv,8/6/23,"",40.6666666666667,,,,,,,,,34,,38,,,,,,,,,,,,,,,,,,36,,,,,,,,,,42,,,,,,
83392,1500,rv,8/6/23,"",36.3333333333333,,,,,,,,,30,,33,,,,,,,,,,,,,,,,,,32,,,,,,,,,,38,,,,,,
83400,1336,lv,7/21/23,Alaska,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83401,6000,rv,8/13/23,"",43,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83402,837,rv,8/11/23,New Hampshire,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.05,,,4.5,,,
83418,1321,rv,8/15/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83418,1500,a,8/15/23,"",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
83419,1100,rv,8/14/23,"",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
83420,1632,rv,8/14/23,"",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
83421,1002,rv,8/14/23,"",42.8,,,,,,,,,39,36,,,,,,,,,,,,,,,,,,,38,,,,36,,,,,,41,,,,,,
83433,2500,rv,8/3/23,"",43.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83708,5000,rv,8/5/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83709,5000,rv,8/4/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83710,5000,rv,8/3/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83711,5000,rv,8/2/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83712,5000,rv,8/1/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83713,5000,rv,7/31/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83714,5000,rv,7/29/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83715,5000,rv,7/28/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83716,5000,rv,7/27/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83717,5000,rv,7/26/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83718,5000,rv,7/25/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83719,5000,rv,7/24/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83720,5000,rv,7/22/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83721,5000,rv,7/21/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83722,5000,rv,7/20/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83723,5000,rv,7/19/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83724,5000,rv,7/18/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83725,5000,rv,7/17/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83726,5000,rv,7/16/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83727,5000,rv,7/15/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83728,5000,rv,7/14/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83729,5000,rv,7/13/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83730,5000,rv,7/12/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83731,5000,rv,7/11/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83732,5000,rv,7/10/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83733,5000,rv,7/8/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83734,5000,rv,7/7/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83735,5000,rv,7/6/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83736,5000,rv,7/5/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83737,5000,rv,7/4/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83738,5000,rv,7/3/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83739,5000,rv,7/2/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83740,5000,rv,7/1/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83741,5000,rv,6/30/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83742,5000,rv,6/29/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83743,5000,rv,6/28/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83744,5000,rv,6/27/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83745,5000,rv,6/26/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83746,5000,rv,6/24/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83747,5000,rv,6/23/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83748,5000,rv,6/22/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83749,5000,rv,6/21/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83750,5000,rv,6/20/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83751,5000,rv,6/18/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83752,5000,rv,6/17/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83753,5000,rv,6/16/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83754,5000,rv,6/15/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83755,5000,rv,6/14/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83756,5000,rv,6/13/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83757,5000,rv,6/12/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83758,5000,rv,6/10/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83759,5000,rv,6/9/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83760,5000,rv,6/8/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83761,5000,rv,6/7/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83762,5000,rv,6/6/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83763,5000,rv,6/5/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83764,5000,rv,6/3/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83765,5000,rv,6/2/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83766,5000,rv,6/1/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83767,5000,rv,5/31/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83768,5000,rv,5/30/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83769,5000,rv,5/29/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83770,5000,rv,5/26/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83771,5000,rv,5/25/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83772,5000,rv,5/24/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83773,5000,rv,5/23/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83774,5000,rv,5/22/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83775,5000,rv,5/20/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83776,5000,rv,5/19/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83777,5000,rv,5/18/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83778,5000,rv,5/17/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83779,5000,rv,5/16/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83780,5000,rv,5/15/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83781,5000,rv,5/13/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83782,5000,rv,5/12/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83783,5000,rv,5/11/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83784,5000,rv,5/10/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83785,5000,rv,5/9/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83786,5000,rv,5/8/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83787,5000,rv,5/6/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83788,5000,rv,5/5/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83789,5000,rv,5/4/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83790,5000,rv,5/3/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83791,5000,rv,5/2/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83792,5000,rv,5/1/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83793,5000,rv,4/29/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83794,5000,rv,4/28/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83795,5000,rv,4/27/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83796,5000,rv,4/26/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83797,5000,rv,4/25/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
